,bengali_text,result
6672,বইটিতে  অনেক তথ্য রয়েছে যা আমি অনুভব করি যে আমার  ছিঁড়ে যাবে,1
6673,ছবির রঙগুলি  উজ্জ্বল যে আমাকে সানগ্লাস প্রয়োগ করতে হয়েছিল,1
6674,"দয়ালু হোন , অভাবীদের সাহায্য করুন , এটি মানবতা।",0
6675,এটা  দীর্ঘ সময় নিয়েছে এবং এটি তৈরি ?,1
6676,"আমি ভেবেছিলাম আপনার অঙ্কনে একটি লুকানো বার্তা রয়েছে , তবে আমি এটি খুঁজে পাইনি।হয়তো কোনও বার্তা নেই !",1
6677,"যা আছে তার জন্য কৃতজ্ঞ থাকুন , প্রতিটি মুহুর্তের আশীর্বাদগুলি উপলব্ধি করুন",0
6678,"কঠোর পরিশ্রমের কোনও মিল নেই , সাফল্য অবশ্যই উপলব্ধ।",0
6679,যে লোকেরা এআইয়ের  নির্ভর করছে তারা একদিন নিজেকে কৃত্রিম বুদ্ধিমত্তার দাস হিসাবে খুঁজে পাবে।,1
6680,ভাস্করটিকে  বেশি প্রতিমা নষ্ট করার আগে প্রতিমাগুলি তৈরি করা বন্ধ করা উচিত।,1
6681,আপনি যদি  বেশি পড়া এমনকি ভাল সংখ্যা না পান তবে আমি  নেব।,1
6682,"প্রদীপের মতো বিচারক , অন্যের  আলোকিত করুন।",0
6683,"জীবন একটি বইয়ের মতো , প্রতিটি অধ্যায় একটি নতুন পাঠ।",0
6684,"The। নদীর তীরে  প্রবাহিত দেখতে শিখতে , জীবনের স্রোতের সাথে প্রবাহিত হতে শিখুন।",0
6685,"এমনকি অভিনেতা অবশ্যই ভেবেছিলেন , `` ভাল অভিনয় করে কেবল তারকারা তৈরি করা হয় ,",1
6686,"জীবন একটি উন্মুক্ত কবিতা , প্রতিটি শব্দ সুখের গান আবৃত্তি করে , হাসি পড়ুন।",0
6687,চিত্রশিল্পীর চিত্রগুলি  যে শিশুদের ডুডলিং।,1
6688,"আপনার কোডের স্থিতি : আপনি কোডটি লিখেছেন , আমি বুঝতে পেরেছিলাম , সমস্ত কিছু ভেঙে গেছে।",1
6689,"কিছুতে তর্ক করা তাদের স্বভাব হয়ে দাঁড়িয়েছে , তারা চিন্তা না করেই কথা বলতে থাকে !",1
6690,"জিমের সবচেয়ে বড় ভয় , প্রশিক্ষকের ক্রোধ !",1
6691,আমি একটি নতুন অঙ্কন কৌশল আবিষ্কার করেছি - চোখ বন্ধ করে পেইন্ট,1
6692,"কেউ আপনার ছবি যাদুঘরে রাখতে চাইবে না , আমি অবশ্যই এটি বলতে পারি।",1
6693,লোথাল একটি প্রাচীন  যা সিন্ধু উপত্যকার সভ্যতার অংশ ছিল।,0
6694,চিত্রকর্মের দিকে তাকিয়ে মনে হচ্ছে শিল্পী এটি তাঁর পা দিয়ে তৈরি করেছেন,1
6695,"জীবন একটি নদী , প্রতিটি পালা , হাসি এবং প্রবাহ , মজা করুন একটি নতুন দৃশ্য রয়েছে।",0
6696,"The। মায়ের কোলে শান্তি সন্ধান করুন , স্নেহের সমুদ্রে স্নান করুন এবং প্রেম ভাগ করুন।",0
6697,সুরত  ডায়মন্ড শিল্প বিশ্বে বিখ্যাত।,0
6698,"তাদের পিতামাতাকে সম্মান করবেন না , তবে বন্ধুদের জন্য সবকিছু করুন।",1
6699,"আমি মনে করি আমি  যাদুকর হয়ে  , বাণিজ্যের ছাত্র নই।",1
6700,"এটি ভূগোল ,  সমস্তই প্রতারণা , বাস্তবে এটি বিশ্বকে ঘোরানোর জন্য একটি ঝামেলা।",1
6701,আপনার প্রস্তুতি  খারাপ যে আপনি ম্যাচটি হারানোর গ্যারান্টিযুক্ত।,1
6702,"ভাল মানুষকে জীবনে রাখুন , যা আপনাকে উত্থাপন করে।",0
6703,"দুর্বলতাগুলির বিরুদ্ধে লড়াই করুন , একগুঁয়ে অস্ত্র তৈরি করুন , ফিটনেসের পথটি নিজেই খুলুন।",0
6704,"নির্বাচনের পরে ভুলে যাবেন না , নেতাদের জবাবদিহি করুন।",0
6705,"ভুলের ভয় , সবকিছু নিখুঁত করার চাপ",1
6706,"দায়িত্ব নিতে চান না , সমস্ত কিছু পিতামাতার কাছে রেখে দিন।",1
6707,আমি মনে করি আমি কম্পিউটারের সাথে জন্মগ্রহণ করেছি।,1
6708,"পাহাড়ের শীর্ষে বায়ু নাচ , স্বাধীনতার গান ( চিত্র : পাহাড়ের শীর্ষে পতাকা  েউ এবং নীচের উপত্যকার প্যানোরামিক দৃশ্য )",0
6709,সফ্টওয়্যার যদি জীবন হয় তবে জীবন খুব চাপযুক্ত।,1
6710,"অন্যকে সাহায্য করার জন্য হাত প্রসারিত করুন , সুখ ভাগ করে নিজেকে প্রস্ফুটিত করুন।",0
6711,নদীর তীরে বসে চাঁদের দিকে তাকিয়ে স্বপ্নের আকাশে তারাগুলি গণনা করুন।,0
6712,"আমি মনে করি শারীরিক শিক্ষার শিক্ষকের একটি নতুন ক্যারিয়ার বেছে নেওয়া উচিত , যেমন কারাগারের ওয়ার্ডেন হওয়া।",1
6713,"স্বপ্নের ডানা দিন , তারা আকাশকে স্পর্শ করবে , এটিকে নতুন উচ্চতায় নিয়ে যাবে।",0
6714,"এটি বিজ্ঞাপন ,  সমস্তই প্রতারণা , বাস্তবে এটি মানুষকে বোকা বানানোর একটি উপায়।",1
6715,"কাজটি বাতাস করুন , এটি ঝড় হিসাবে স্বপ্নগুলি পূরণ করবে।",0
6716,সমুদ্রের  েউয়ের ছন্দ মনকে শান্ত করে।,0
6717,"ঘাম কোনও পরাজয় নয় , জয়ের লক্ষণ , নাচের একটি সুন্দর পরিশ্রম।",0
6718,"প্রকৃতির সংগীতে , শান্তি সন্ধান করুন , জীবনের সারাংশ বিবেচনা করুন।",0
6719,"বাতাসের সাথে নাচ , ওপেন লাইফ বইয়ে সুখ লিখুন।",0
6720,"The। মায়ের কোলে শান্তি সন্ধান করুন , স্নেহের সমুদ্রে স্নান করুন এবং বিশ্বের প্রতি ভালবাসা ভাগ করুন।",0
6721,তাঁর ছবিগুলি  বাস্তবসম্মত যে আপনি আপনার খাবারটি দেখে হারাতে পারেন।,1
6722,"সবার মধ্যে মঙ্গল সন্ধান করুন , পৃথিবীটি দেখতে ভাল লাগবে।",0
6723,"ছবিতে কেবল একটি ব্যাকগ্রাউন্ড সংগীত রয়েছে , বাকিগুলি চিরাগ।",1
6724,"অন্যকে সাহায্য করার জন্য হাত প্রসারিত করুন , সুখ ভাগ করে নিজেকে প্রস্ফুটিত করুন।",0
6725,দ্বারকা গুজরাটের পবিত্র চার ধামগুলির মধ্যে একটি।,0
6726,"আমি এটি `` শারীরিক শিক্ষা '' বলে মনে করি না , তবে এটি `` মানসিক শোষণ '' ।",1
6727,"খেলোয়াড় কোনও কোচ ছাড়া খেলেন , চিফ স্পনসর প্রয়োজন আছে !",1
6728,"প্রকৃতির সংগীতে , শান্তি পান , শান্তি বিবেচনা করুন , জীবনের সরলতা বুঝতে।",0
6729,"The। মায়ের কোলে শান্তি সন্ধান করুন , স্নেহের সমুদ্রে স্নান করুন এবং প্রেম ভাগ করুন।",0
6730,"ক্ষমা করতে শিখুন , এটিই সবচেয়ে বড় জীবনের পাঠ।",0
6731,আমার কাছে হুমকি বলে দাবি করেছে তবে আমার বিশ্বাস জিততে পারে না।,1
6732,"পাহাড় থেকে দৃ  ়তা নিন , প্রতিটি চ্যালেঞ্জ অতিক্রম করুন।",0
6733,"অনেক কিছুই জানে , তবে তিনি কি জীবনের  অর্থ জানেন ?",1
6734,"দেহরক্ষী ছাড়া কোথাও যেতে পারে না , নিজেকে নায়ক হিসাবে বিবেচনা করুন !",1
6735,"আরে ভাই , আমি সারা রাত নিউটনের নীতিগুলি পড়েছি ,  মনে হচ্ছে সকালে আমি নিজেই নিউটন হয়ে যাব।",1
6736,"প্রতিদিন নতুন কিছু শিখুন , জ্ঞানের প্রদীপ রাখুন , অন্ধকার মুছে ফেলুন।",0
6737,"তাদের কেবল ব্যয়বহুল এবং বড় ব্র্যান্ডের পোশাকের প্রয়োজন , মানের কোনও গুরুত্ব দেয় না !",1
6738,"কম্পিউটার ভাষা শেখা , একটি নতুন দৃষ্টিকোণ থেকে বিশ্বের দিকে তাকানো।",0
6739,অর্থনীতির পরে অনেক সময় আছে যে আমি চার্টগুলিও স্পর্শ করতে চাই না।,1
6740,আজকাল আমার জীবনে কেবল দুটি জিনিস রয়েছে - উপপাদ্য এবং অনুমান।,1
6741,"নেকলেসকে একটি  তৈরি করুন , পরবর্তী জয়ের ভিত্তি রাখুন এবং শক্তিশালী হিসাবে এগিয়ে যান।",0
6742,"বৃষ্টির বৃষ্টি জমি নিয়েছিল , নতুন সূচনার গন্ধ নিয়ে আসে।",0
6743,"আমি  পরিসংখ্যান বুঝতে পারি যে আমার মোড , মাঝারি এবং পলিমারের কোনও ভয় নেই।",1
6744,"সূর্যের মতো বিচার করুন , অন্যের  আলোকিত করুন।",0
6745,আমাদের পক্ষে কী ভাল তা স্থির করার আগে সম্ভবত  সময়টি এআইকে আমরা কী চাই তা বলতে শুরু করার সময় এসেছে।,1
6746,"প্রতিটি মুহুর্ত উদযাপন করুন , জীবন মূল্যবান নাগিনা , এটি রাখুন।",0
6747,লেখকের স্টাইলটি   যে এটি বোঝা মুশকিল,1
6748,"বাতাসে স্বপ্নগুলি উড়িয়ে দিন , জেদীভাবে তাদের বাস্তবতা তৈরি করুন এবং কঠোর পরিশ্রমের সাথে তাদের পরিপূর্ণ করুন।",0
6749,"আমাদের মহাবিশ্বের গোপনীয়তা বলতে পারে , তবে আমরা কি  রহস্যগুলি বুঝতে পারি ?",1
6750,"ছোট সুখে আনন্দ সন্ধান করুন , এটি একটি দুর্দান্ত শিথিলকরণ।",0
6751,"প্রত্যেকে সোশ্যাল মিডিয়ায় কাউকে ট্রল করার পছন্দ করে , কেউ এড়াতে পারে না !",1
6752,"The। পিতার হাতে বিশ্বাস করুন , প্রতিটি কঠিন পর্বতটি অতিক্রম করুন এবং মেঝেতে পৌঁছান।",0
6753,"The। পাহাড়ের শীর্ষে বাতাসের নাচ , স্বাধীনতার একটি গান গাইছে। [ চিত্র : পর্বতমালার শীর্ষে পতাকাটি  েউ এবং নীচের উপত্যকার প্যানোরামিক ভিউ ]",0
6754,"স্বপ্নের ডানা দিন , তারা আকাশকে স্পর্শ করবে , এটিকে নতুন উচ্চতায় নিয়ে যাবে।",0
6755,"নেকলেসকে একটি  তৈরি করুন , পরবর্তী জয়ের ভিত্তি রাখুন এবং শক্তিশালী হিসাবে এগিয়ে যান।",0
6756,"সূর্যের মতো বিচারক , অন্যের মুখগুলি প্রস্ফুটিত করুন।",0
6757,"একটি ছবিতে হিট করুন , অন্যটিতে ফ্লপ করুন , এটি আশ্চর্যজনক অভিনয় !",1
6758,আমি মনে করি আমি  অ্যাথলেট হওয়ার জন্য প্রস্তুত।,1
6759,"পরিশ্রম করেছেন , তবে তাতে কিছু আসে যায় না !",1
6760,"পিতামাতাদের প্রথম উপার্জন উপহার , তাদের চোখে ঝলমলে।",0
6761,"এটি শিক্ষাব্যবস্থা ,  সমস্ত কিছু ভান , বাস্তবে এটি শিশুদের ভবিষ্যত নষ্ট করার একটি উপায়।",1
6762,"প্রথম পরীক্ষায় উত্তীর্ণ হওয়ার আনন্দ , জীবনের পর্বতে আরোহণের প্রথম চিহ্ন",0
6763,"ক্ষমা করতে শিখুন ,  হালকা , সম্পর্কের বন্ধনগুলি শক্তিশালী হয়ে ওঠে।",0
6764,"সামাজিক পরিবর্তন সংঘটিত হচ্ছে ,  সমস্ত একটি শো , বাস্তবে এটি শক্তি অর্জনের একটি খেলা।",1
6765,"সহযোগিতার একটি সেতু তৈরি করুন , সুখের তরঙ্গ প্রবাহিত হবে।",0
6766,"বৃষ্টির বৃষ্টিতে স্নানের পাতা , একটি নতুন সূচনার নতুন সূচনা প্রত্যাশা।",0
6767,স্মার্ট হয়ে উঠেছে যে  সে মানুষকে বোকা বানাতে পারে।,1
6768,"The। মায়ের কোলে শান্তি সন্ধান করুন , স্নেহের সমুদ্রে স্নান করুন এবং প্রেম ভাগ করুন।",0
6769,"ঘৃণার অন্ধকার রাত দূরে সরিয়ে , ভালবাসার প্রদীপ পোড়া , বিশ্বকে ভালবাসুন।",0
6770,"আমি মনে করি আমি  রোবট হয়ে যাব , গণিতবিদ নয়।",1
6771,"ভুল  থেকে ফিরে আসা , ব্যর্থতা নয় , বোঝার প্রমাণ।",0
6772,"স্বল্প মুহুর্তগুলিতে সুখ সন্ধান করুন , এটি একটি দুর্দান্ত শিথিলকরণ।",0
6773,"The। পিতার নির্দেশনায় বৃদ্ধি করুন , প্রতিটি কঠিন পর্বতটি অতিক্রম করুন এবং গন্তব্যটি পান।",0
6774,"কঠোর পরিশ্রমের অভ্যাস তৈরি করুন , অলসতা দূরে সরিয়ে দিন , সাফল্যের স্বাদ দিন।",0
6775,সকালের প্রথম রশ্মি জীবনের মনোরম যাত্রা শুরু করে,0
6776,চিত্রশিল্পীর ব্রাশ ধরার আগে একটি সামান্য শিল্প ইতিহাস পড়া উচিত।,1
6777,"সবুজ  নিন , প্রাকৃতিক বাতাসে শ্বাস নিন।",0
6778,"বন্ধুদের পাশে হাসুন , স্মৃতি ট্রেজারিতে জীবনের যাত্রা সংরক্ষণ করুন।",0
6779,"জিমে যোগদানের পরে , কাপড় কেনার বাজেট বেড়েছে , কারণ পুরো পুরানো কাপড়টি  আলগা হয়ে গেছে !",1
6780,"হ্যাঁ , সবকিছু ঠিক আছে , আমরা বোকা।",1
6781,"মায়ের হাসিতে লুকানো প্রেম , জীবনের বেশিরভাগ জীবনের।",0
6782,"এটি আমি এতটাই ব্যবসায়ে রেখেছি , এটি সমস্ত শো , বাস্তবে আমি  গ্রহণ করি এবং ফর্ম হাউসে থাকার স্বপ্ন দেখি।",1
6783,"ক্রিকেটের খেলায় হেরে যাওয়ার পরে , মনে হয়  সেই খেলোয়াড় একটি ছোট শিশু যিনি স্কুল প্রকল্পে ব্যর্থ হয়েছেন।",1
6784,"Books। বইয়ের পৃষ্ঠাগুলিতে হারানো , অজানা বিশ্বে একটি ট্রিপ।",0
6785,কবিতার ভাষা এতটাই কঠিন যে ভাষাবিদরাও তাদের মাথা খুলবেন।,1
6786,"হাসতে হাসতে অনুশীলন করুন , আপনার স্বাস্থ্য বাড়ান।",0
6787,জাতীয় কমিশনে স্ব-নির্ভর হতে মাত্র 5  সময় লাগবে।,1
6788,"অন্যের সুখের সাথে জড়িত  , আপনার সুখ বাড়ান।",0
6789,"ভাষা অধ্যয়ন করা বিরক্তিকর , তবে এটি প্রয়োজনীয় !",1
6790,আমি অনুভব করি যে আমি বাণিজ্যের শিক্ষার্থী না হয়ে একটি অ্যাকাউন্ট হয়ে যাব।,1
6791,"প্রথম কবিতাটি লেখা , থ্রেডিং হার্ট কথায় কথায় কথায় কথায় কথায় কথায় কথায় কথায় কথায় কথায় কথায় কথায় কথায় কথায় কথায় কথায় কথায় কথায় কথায় কথায় কথায় কথায় কথায় কথায় কথায় কথায় কথায় কথায় কথায় কথায় কথায় কথায় কথায়",0
6792,"মায়ের  , বাবার ছায়া , জীবনের সবচেয়ে সুন্দর দৃশ্য।",0
6793,"ফুলের হাসি দেখুন , ইতিবাচকতার নেকলেস পরে সুখ ছড়িয়ে দিন।",0
6794,"ফুলের হাসি দেখুন , আপনার মুখে  হাসি আনুন। ( বিভিন্ন উজ্জ্বল বর্ণের ফুলের একটি ঘনিষ্ঠতা কল্পনা করুন )",0
6795,আজকাল আমার জীবনে কেবল দুটি জিনিস রয়েছে - সংস্কৃতি এবং  তিহ্য।,1
6796,"অন্যের সুখের সাথে জড়িত  , নিজেকে ফুল ফোটান।",0
6797,"ক্ষমা করতে শিখুন , হৃদয় হালকা , সম্পর্কের বন্ধনকে শক্তিশালী করুন।",0
6798,"সোশ্যাল মিডিয়ায় দেখান , বাস্তব জীবনে লুকান।",1
6799,"লিখতে শিখুন , ভাবতে শিখুন , প্রতি মুহুর্তে নতুন কিছু বুঝতে শিখুন , বিজ্ঞানের নদীতে প্রবাহিত থাকুন , নতুন মাত্রা পান।",0
6800,"আমি মনে করি আমি চাইওয়ালা হয়ে  , ব্যবসায়ী নই।",1
6801,"টেস্ট টিউবে ম্যাজিক , রাসায়নিকের সংগীত , জন্ম নিন।",0
6802,"ভোটদানের শতাংশ বাড়ান , গণতন্ত্রের শক্তি দেখান।",0
6803,"তারা কেবল  নায়িকা পছন্দ করে , প্রতিটি ছবিতে তাঁর সাথে কাজ করে !",1
6804,"Wild। বাতাসে আশা ঘষে , ঘুড়ির মতো জীবনকে বাড়িয়ে তোলে।",0
6805,"ছবিটি দেখে আমি মাথা ব্যথা শুরু করেছি , সম্ভবত রঙের কোনও ভুল পছন্দ আছে।",1
6806,"The। ডায়েটের রংধনু আঁকুন , রঙিন পুষ্টি দিয়ে শরীরকে বাড়ান।",0
6807,"এটি আমি যা  দ্বারা বেষ্টিত ,  সমস্ত ভান করছে , বাস্তবে আমি সোনার অজুহাত খুঁজছি।",1
6808,"জীবন একটি খেলা , গেমের নিয়মগুলি বুঝতে এবং খেলুন।",0
6809,ছবিটি সম্পর্কে সর্বোত্তম জিনিসটি হ'ল  নামটি সমানভাবে কুৎসিত,1
6810,"নেকলেসকে একটি  তৈরি করুন , পরবর্তী জয়ের ভিত্তি রাখুন এবং শক্তিশালী হিসাবে এগিয়ে যান।",0
6811,আবেগের কারণে শব্দের  প্রয়োজন হয় না !,1
6812,আমি  বেশি ডিএনএ পরিবর্তন করি যে আমি মনে করি আমি নিজেই  চলমান এলিয়েন।,1
6813,"আমি সোশ্যাল মিডিয়ায় খুব বেশি সক্রিয়  , আমি  সমস্ত পছন্দ করি না।",1
6814,"বাতাসের সাথে লুক , জীবনের উন্মুক্ততায় প্রত্যাশার প্রদীপ আলোকিত করুন",0
6815,নদীর প্রবাহিত  আমাদের জীবনের যাত্রার কথা মনে করিয়ে দেয়।,0
6816,"জীবন একটি নদী , প্রতিটি পালা একটি নতুন দৃশ্য রয়েছে , হাসি এবং হাসি , মজা করুন।",0
6817,"বন্ধুদের পাশে হাসি , স্মৃতি ট্রেজারিতে জীবনের যাত্রা সংরক্ষণ করুন",0
6818,"বাতাসের তালের  ত্রিক , রঙগুলির সাথে জীবন সাজান।",0
6819,"ডেটা বিশ্লেষণটি সমস্ত প্রতারণা , বাস্তবে এটি ডেটা বোঝার জন্য একটি ঝামেলা।",1
6820,লাফানোর পরেও দীর্ঘ লাফ দিতে পারেনি ? সম্ভবত আপনি মাটিতে খুব নিবেদিত।,1
6821,"অনেক রোম্যান্স , তবে বাস্তব জীবনে অবিবাহিত রয়েছেন !",1
6822,"বন্ধুদের আলিঙ্গন করুন , তারা জীবনের মূল্যবান , স্মৃতি তৈরি করে।",0
6823,আপনি ছাড়া  শিশু কীভাবে পড়াশোনা করতে জানেন না।,1
6824,"প্রকৃতির প্রকৃতিতে ঘুমো , শান্তি সন্ধান করুন , জীবনের সারাংশ বুঝতে।",0
6825,"The। মায়ের কোলে শান্তি সন্ধান করুন , সুরক্ষার সমুদ্রে স্নান করুন।",0
6826,আমি  সম্ভাবনা বুঝতে পারি যে আমি ঝুঁকি থেকে ভয় পাই না।,1
6827,প্রথম রশ্মিকে স্পর্শ করা জীবনের প্রতিটি পৃষ্ঠা আলোকিত করবে।,0
6828,"ভারসাম্য বজায় রাখুন , কাজের সমন্বয় এবং স্বাচ্ছন্দ্য বজায় রাখুন , খুশি হন।",0
6829,"হাসি সর্বাধিক সুন্দর গহনা , সর্বদা এটি পরেন , হাসি।",0
6830,"মেঝেতে জেদ করবেন না , যাত্রা উপভোগ করুন।",0
6831,"জাইওলজির শিক্ষার্থীদের বলা হয় যে তাদের পকেটে সর্বদা একটি পাথর থাকা উচিত , যাতে তারা  ঘোরাফেরা করে না।",1
6832,"বাতাসের সংগীতে ত্রয়ী , রঙগুলির সাথে জীবন সাজান।",0
6833,"অন্যকে সাহায্য করার জন্য আপনার হাত প্রসারিত করুন , সুখ ভাগ করে নিজেকে প্রস্ফুটিত করুন",0
6834,"স্বল্প মুহুর্তে সুখ সন্ধান করুন , প্রকাশ্যে বাস করুন।",0
6835,"নদীর তীরে হাঁটার পদক্ষেপ , জীবনের স্রোত নিয়ে হাঁটুন।",0
6836,"আমি মনে করি আমি ব্যবসায়ের রাজা , আমি বাজারকেও কাঁপতে পারি।",1
6837,"শিখার তৃষ্ণা জাগিয়ে তুলুন , প্রতিটি অভিজ্ঞতা জ্ঞানের একটি  দেয়।",0
6838,"আমি মনে করি আমি জীববিজ্ঞানে জ্ঞানী , আমি ডাইনোসরগুলিও চিনতে পারি।",1
6839,"The। পিতার হাতে বিশ্বাস করুন , প্রতিটি কঠিন  অতিক্রম করুন এবং এগিয়ে যান।",0
6840,"যা আছে তার জন্য কৃতজ্ঞ থাকুন , প্রতিটি মুহুর্তকে আশীর্বাদ করুন এবং সুখ করুন। ( কল্পনা করুন যে কোনও ব্যক্তি কৃতজ্ঞতায় তাদের হাত ধরে রেখেছেন )",0
6841,"প্রকৃতির কোলে হাঁটুন , শান্তির অভিজ্ঞতা নিয়ে ফিরে আসুন এবং অন্যের কাছে শান্তির পাঠ শেখান।",0
6842,"আবেগকে একটি অস্ত্র তৈরি করুন , সমস্ত কিছুতে আত্মাকে জাগ্রত করুন , সাফল্য পান।",0
6843,"The। প্রকৃতির আইনগুলি থেকে শিখুন , এটিকে সম্মান করুন এবং ভারসাম্য বজায় রাখুন।",0
6844,"The। মায়ের কোলে শান্তি সন্ধান করুন , স্নেহের সমুদ্রে স্নান করুন এবং বিশ্বের প্রতি ভালবাসা ভাগ করুন।",0
6845,গির জাতীয় উদ্যান এশিয়ান লায়নদের প্রাকৃতিক আবাস।,0
6846,আজকাল আমার জীবনে কেবল দুটি জিনিস রয়েছে - সংস্কৃতি এবং  তিহ্য।,1
6847,প্রত্যেকেরই 'প্রথম প্রেম '  গল্প আছে তবে কে সত্যিকারের ভালবাসা পায় ?,1
6848,ক্রিকেট গুজরাটের সর্বাধিক জনপ্রিয় খেলা।,0
6849,চিত্রকর্মটি  খারাপ যে আমি মনে করি এটি সম্ভবত এটি তৈরি করা বানর হতে পারে।,1
6850,"জীবনের কাজকে জীবনের নৃত্য হিসাবে বিবেচনা করুন , প্রতিটি পদক্ষেপই আনন্দের সুরে খেলবে।",0
6851,"বাবার হাতে বিশ্বাস , প্রতিটি কঠিন পর্বত অতিক্রম করুন এবং গন্তব্যে পৌঁছান",0
6852,"প্রতিদিন নতুন কিছু শিখুন , জ্ঞানের প্রদীপ রাখুন।",0
6853,"বৃষ্টির বৃষ্টি জমি নিয়েছিল , নতুন সূচনার গন্ধ নিয়ে আসে।",0
6854,"যারা সিনিয়র , তারা সকলেই আমাদের রক্ত ​​পান করেন , তাদের মানুষকে বলা ভুল হবে।",1
6855,বাজারের ভিড় -  কোনও জায়গা আছে যেখানে সর্বাধিক জগাখিচুড়ি করা হয় ?,1
6856,"বিদ্বেষের আগুন নিভিয়ে নিন , ভালবাসার প্রদীপ পোড়া , পৃথিবীকে আলোকিত করুন।",0
6857,সম্ভবত এটিই `` শারীরিক শিক্ষার ''  উদ্দেশ্য - আমাদের ক্লান্ত !,1
6858,"বইয়ের বনাঞ্চলে হারিয়ে যান , জ্ঞানের  সন্ধান করুন , কৌতূহলের ডানা দিয়ে উড়ন্ত উড়ন্ত।",0
6859,"যা আছে তার জন্য কৃতজ্ঞ থাকুন , প্রতিটি মুহুর্তের আশীর্বাদগুলি উপলব্ধি করুন।",0
6860,"Old। পুরানো গাছের ছায়ায় শিথিলকরণ , সময়ের ক্লান্তি থেকে মুক্তি।",0
6861,"বাতাসের সাথে নাচ ছেড়ে , সুখের চিমগুলি ছড়িয়ে দেয়।",0
6862,আমি মনে করি আমি আগের জীবনে এমনকি মানুষকেও স্মরণ করতাম।,1
6863,"স্বপ্নের ডানা দিন , তারা আকাশকে স্পর্শ করবে , এটিকে নতুন উচ্চতায় নিয়ে যাবে।",0
6864,"আমি  অনুশীলন করেছি ,  আমি পর্বতটিকে উপড়ে ফেলছি বলে মনে হচ্ছে ! ( আমি  অনেক অনুশীলন করেছি , আমার মনে হচ্ছে আমি পাহাড় তুলতে পারি ! )",1
6865,"প্রকৃতির দৃষ্টিতে হারিয়ে যান , এটি শান্তির যাত্রা দেবে।",0
6866,থেকে শিখতে এবং এটি আপনার সুবিধার জন্য ব্যবহার করা ভাল।,1
6867,"সামান্য হাত ব্যবহার করুন , অনুসন্ধানের আকাঙ্ক্ষা জাগ্রত করুন।",0
6868,"তারা কেবল একটি পোশাক পছন্দ করে , আমরা প্রতিটি ছবিতে  পোশাক পরে !",1
6869,"জীবন বইয়ের অধ্যায়টি সম্পূর্ণ হয়েছিল , নতুন অধ্যায়ের সূচনার উত্সাহ।",0
6870,"The। মায়ের কোলে শান্তি সন্ধান করুন , স্নেহের সমুদ্রে স্নান করুন এবং বিশ্বের প্রতি ভালবাসা ভাগ করুন।",0
6871,"পথে ফুল ফোটে , তারা জীবনের যাত্রা দেয়।",0
6872,"সুন্দর চিত্রকর্ম , এটি অবশ্যই একটি শিশু তৈরি করেছে !",1
6873,"এগুলি গণিতে ফর্ম , এগুলি কেবল রোটের জন্য , সত্যই বোঝার জন্য নয়।",1
6874,"পাহাড়ের উচ্চতা স্পর্শ করার স্বপ্ন দেখুন , প্রফুল্লতার ডানা রাখুন এবং আকাশকে পরিমাপ করুন।",0
6875,"The। পাহাড়ের শীর্ষে বাতাসের নাচ , স্বাধীনতার একটি গান গাইছে।",0
6876,"The। পাখির টুইটগুলি সকালের সালাম তৈরি করবে , জীবনের প্রতিটি মুহূর্তকে মূল্যবান।",0
6877,"কঠোর পরিশ্রমের  মিষ্টি , উত্সর্গের সাথে লক্ষ্য পান এবং সাফল্যের স্বাদ পান।",0
6878,"মায়ের কোলে শিথিলকরণ , বিশ্বের সবচেয়ে আরামদায়ক জায়গা খুঁজে পাওয়া।",0
6879,"পিতামাতারা , জীবনের পথে একসাথে হাঁটছেন , প্রতিটি পদক্ষেপে দৃ  ় সমর্থন দিন",0
6880,"সততা এবং সত্যের সাথে বেঁচে থাকুন , জীবন  হবে।",0
6881,"পাখির টুইট , ভোরের সংগীত।",0
6882,"আমি কী লিখি , এটি  প্রদর্শিত হচ্ছে , বাস্তবে আমি সত্যকে আড়াল করার অজুহাত খুঁজছি।",1
6883,"এটি বিচারিক ব্যবস্থা ,  সমস্তই প্রতারণা , বাস্তবে এটি ধনীদের বাঁচানোর একটি উপায়।",1
6884,"আমি যদি চিত্রশিল্পী হতাম তবে আমি  কোটিপতি হতাম , তবে দুর্ভাগ্যক্রমে আমি কেবল  শ্রোতা।",1
6885,"হাসিতে ভরা জমিটি , হাসিতে হাসছে বিশ্বকে সুখে।",0
6886,"প্রথম কবিতাটি লিখছেন , হৃদয়ের অবিচ্ছিন্ন শব্দগুলি ডানা",0
6887,"প্রতিদিন নতুন কিছু শিখুন , জ্ঞানের প্রদীপটি হালকা রাখুন।",0
6888,"ক্ষমা করতে শিখুন ,  হালকা , সম্পর্কের সেতুগুলি শক্তিশালী হয়ে ওঠে।",0
6889,প্রতিমাটি এমনভাবে তৈরি করা হয়েছে যেন কোনও শিশু কাদা দিয়ে তৈরি করেছে।,1
6890,"ঘামছে , যেন কেউ সোনার  খুঁজছে।",1
6891,"প্রতিটি ম্যাচের পরে আমরা এটি ভাবি , সম্ভবত আমাদের দলটি হারাতে ভুলে যায়।",1
6892,"প্রতিদিন নতুন কিছু শিখুন , জ্ঞানের প্রদীপটি হালকা রাখুন।",0
6893,"বাহ , আপনি  বড় কথা বলছেন , আপনি নোবেল পুরষ্কারের প্রাপ্য।",1
