,telugu_text,result
4653,శివుడికి చెందిన పన్నెండు జ్యోతిర్లింగస్‌లో సోమ్నాథ్ ఆలయం ఒకటి,0
4654,"స్నేహితుల పక్కన నవ్వండి , జ్ఞాపకాల ఖజానాలో జీవిత ప్రయాణాన్ని కాపాడండి",0
4655,"తప్పులను మెరుగుపరచండి , మంచి వ్యక్తి కావడానికి ప్రయత్నించండి",0
4656,"`` ఇది చాలా వియుక్తమైనది , నేను ఏమి చూస్తున్నానో నాకు అర్థం కాలేదు . ''",1
4657,"పరీక్ష యొక్క ఒత్తిడి చాలా ఉంది , ఆహారం కూడా రుచి చూడదు , నేను రోట్ గురించి ఆలోచిస్తూనే ఉన్నాను .",1
4658,సైన్స్ అంటే పగలు మరియు రాత్రిని ఉపయోగించడం మరియు ముగుస్తుంది అని శాస్త్రీయ సూత్రాలను చదవడం అని నేను అనుకుంటున్నాను .,1
4659,"పాటలు పాడండి , నృత్యం చేయండి , సంగీతంతో జీవితాన్ని పూరించండి",0
4660,"ప్రతి క్షణం పాటగా మార్చండి , చిరునవ్వులతో జీవితాన్ని అలంకరించండి",0
4661,జలపాతం యొక్క పడిపోతున్న నీరు ప్రకృతి బలాన్ని సూచిస్తుంది,0
4662,"అతని  చాలా విప్లవాత్మకమైనది , అది  యొక్క ప్రపంచాన్ని మారుస్తుంది !",1
4663,"నవ్వుతూ జీవించండి , ప్రతి క్షణం ఆనందించండి మరియు స్మైల్స్‌తో సాంగ్ ఆఫ్ లైఫ్ పాడండి",0
4664,"కథను అడుగడుగునా చెప్పండి , ప్రతి మలుపు కొత్త వేదికగా మారింది",0
4665,"శిల్పి యొక్క విగ్రహాలలో ఆత్మ లేదు , అవి కేవలం రాతి ముక్కలు .",1
4666,"నేను చాలా కాలిక్యులస్ చదివాను , నేను అనంత్ గురించి కూడా ఆందోళన చెందలేదు .",1
4667,"ఇదే నేను చాలా సామాజిక సేవను అందిస్తున్నాను , ఇదంతా నెపంతో ఉంది , వాస్తవానికి నా మనస్సు యొక్క శాంతిని కోరుకుంటున్నాను .",1
4668,చల్లటి గాలి గస్ట్ కారణంగా రాత్రి మరింత ఆహ్లాదకరంగా మారుతుంది,0
4669,"పాలరాయి విగ్రహం చాలా అందంగా ఉంది , నేను దానిని తాకడానికి భయపడుతున్నాను",1
4670,చిత్రకారుడు అతను వృథా మరియు కాన్వాస్ ముందు పెయింటింగ్స్ చేయడం మానేయాలి .,1
4671,"గాలులతో ప్రవహించండి , కానీ మీ గమ్యాన్ని మీరే ఎంచుకోండి",0
4672,"ప్రతి సూర్యుడు అస్తమించవచ్చు , ప్రతి నక్షత్రం మేల్కొంటుంది , ఓటమితో భయపడకండి , తరువాత ప్రయత్నించండి",0
4673,ఫెసిలిటేషన్ సిస్టమ్ - కొన్ని పని ఎప్పుడూ ఆగని ప్రణాళిక ఏదైనా ఉందా ?,1
4674,"ప్రతి క్షణం  పాటగా మార్చండి , చిరునవ్వులతో జీవితాన్ని పాడండి మరియు ప్రేమ మరియు సామరస్యాన్ని వ్యాప్తి చేయండి",0
4675,"సూర్యుని కిరణాలను ఆలింగనం చేసుకోండి , కొత్త రోజు యొక్క తాజాదనం తో మీరే మేల్కొలపండి",0
4676,"అభ్యర్థుల పనిని అంచనా వేయవద్దు , వాగ్దానాలకు వెళ్లవద్దు",0
4677,"నది ఒడ్డున నీరు ప్రవహించడం , జీవిత ప్రవాహంతో వశ్యతను నేర్చుకోవడం",0
4678,"పొలాలలో బంగారు రొట్టె యొక్క సువాసన , జీవిత హార్డ్ వర్క్ యొక్క తీపి పండ్లు",0
4679,"సూర్యుని నవ్వును భూమితో కలపండి , జీవితపు కొత్త ప్రారంభాన్ని జరుపుకోండి",0
4680,"నేను సైన్స్ యొక్క జ్ఞానాన్ని ఎంతగానో పెంచుతున్నాను , నేను కదిలే ఎన్సైక్లోపీడియా అని అనుకుంటున్నాను .",1
4681,"చిన్న క్షణాల్లో కూడా  యొక్క కిరణాన్ని కనుగొనండి , ఇది చాలా తేలికైనది , బహిరంగంగా జీవించండి",0
4682,"తప్పు చేయడం మానవత్వం , మెరుగుపరచడం నిజమైన ధైర్యం",0
4683,"కృతజ్ఞత యొక్క పువ్వులు పువ్వులు ఉంచండి , చిన్న ఆనందాన్ని ఆస్వాదించండి",0
4684,"తక్కువ చెప్పండి , ఎక్కువ వినండి , జీవిత పాఠాన్ని అర్థం చేసుకోండి",0
4685,"జ్ఞానం యొక్క దీపం ఉంచండి , నైపుణ్యం యొక్క కాంతిని వ్యాప్తి చేయండి",0
4686,నేను ప్రమాదకరంగా ఉన్నానని మీరు అనుకుంటున్నారా ? బహుశా మీరు మీ గురించి మరింత భయపడవచ్చు .,1
4687,"రాకతో , భూమిపై మానవుల రహస్యం ముగుస్తుంది !",1
4688,"ఇతరుల ఆనందంలో పాల్గొనండి , మీ ఆనందాన్ని పెంచండి",0
4689,"లైవ్ నవ్వుతూ , ప్రతి క్షణం ఆనందించండి మరియు సాంగ్ ఆఫ్ లైఫ్ నవ్వులతో పాడండి",0
4690,మీ పెయింటింగ్  ఆర్ట్ ఎగ్జిబిషన్‌లోనూ ఉంచలేదని నేను భావిస్తున్నాను .,1
4691,సూరత్ యొక్క వస్త్ర పరిశ్రమ భారతదేశంలో ప్రసిద్ధి చెందింది,0
4692,మరెవరూ వారిలాంటి శైలి కాదు !,1
4693,"ఇది ద్రవ్యోల్బణం , ఇది పెద్ద వ్యాపారులకు ప్రయోజనం చేకూర్చే మార్గం మాత్రమే , చిన్న వ్యాపారులు జీవించడం కష్టమైంది .",1
4694,"ఎప్పుడూ ఓడించడం ఎప్పుడూ ఓడిపోదు , దిశను మార్చడానికి  సంజ్ఞ",0
4695,"మొదటి పద్యం వేయండి , నాలుక ఇవ్వండి",0
4696,"నేను చైవాలా అవుతాను , వ్యాపారవేత్త కాదు , చైవాలా అవుతాను .",1
4697,"పర్వతాల శిఖరాన్ని తాకే ధైర్యం , జీవితానికి ఎత్తులు ఇస్తుంది",0
4698,"`` వావ్ ,  పెయింటింగ్ చాలా వాస్తవికమైనది , ఇది ఇప్పుడు అనిపిస్తుంది ! `` ( పెయింటింగ్ చాలా చెడ్డగా ఉన్నప్పుడు )",1
4699,"ఉదయం కిరణాలను ఆలింగనం చేసుకోండి , కొత్త అంచనాల వైపు వెళ్ళండి",0
4700,"పువ్వు వంటి వికసిస్తుంది , సువాసనను వ్యాప్తి చేయండి , జీవితాన్ని గుల్షాన్ గా మార్చండి",0
4701,"ఇతరులకు సహాయం చేయడానికి చేతిని విస్తరించండి , ఆనందాన్ని పంచుకోవడం ద్వారా మీరే వికసించండి",0
4702,"హే సోదరుడు , వ్యాయామశాలలో చాలా మంది అమ్మాయిలను చూసి , నా వ్యాయామం మరచిపోయాను .",1
4703,"వేలాది మంది అనుచరులు , కానీ నిజ జీవితంలో ఒంటరితనం .",1
4704,"తప్పుల నుండి నేర్చుకోండి , వారు ఓడిపోరు , నిచ్చెన",0
4705,"పర్వతాల ఎత్తును తాకాలనే కలను చూడండి , హార్డ్ వర్క్ రెక్కలతో ఎగురుతుంది",0
4706,మాజీ పరిశోధన - దెయ్యాల సత్యం ఎల్లప్పుడూ బయటకు వచ్చే ప్రాంతం ఏదైనా ఉందా ?,1
4707,"సాంఘిక శాస్త్రం తరువాత చాలా సమయం ఉంది , నేను సామాజిక సమస్యలను తాకడం ఇష్టం లేదు .",1
4708,"నేను నా అభిమానులను చాలా ప్రేమిస్తున్నాను , అవి నా బలం .",1
4709,"నేను వ్యాయామశాలకు వెళ్ళవలసిన అవసరం లేదు , నేను ప్రతిరోజూ ఇంటి పని చేస్తాను , ఇది సరిపోతుంది !",1
4710,"ప్రొఫెసర్లుగా ఉన్నవారు , వారందరూ  మనస్సును కంగారు పెట్టడానికి పని చేస్తారు , వారిని పండితులు అని పిలవడం తప్పు .",1
4711,"నవ్వే పిల్లల గొంతు వినడం , జీవితం యొక్క తీపి సింఫొనీ వింటూ",0
4712,"మీరు లేకుండా సైన్స్ ఆగిపోతుంది , మనమందరం మీ ఆశీర్వాదం కావాలి .",1
4713,"నేను ఫ్రాంక్‌స్టీన్ అవుతాను , జీవ శాస్త్రవేత్త కాదు .",1
4714,"నా పనిపై నాకు పూర్తి విశ్వాసం ఉంది , నేను ఏమి చేస్తున్నానో నాకు తెలుసు .",1
4715,"ఇటుక , బలమైన ప్రజాస్వామ్యం యొక్క ప్రతి అభిప్రాయం",0
4716,"సూర్యుడు మునిగిపోయిన తరువాత మేల్కొనే నక్షత్రాలు , చీకటిలో కూడా అంచనాల యొక్క కొత్త మార్గాన్ని చూపుతాయి",0
4717,"నేను చాలా పర్యావరణ వ్యవస్థను అర్థం చేసుకున్నాను , నేను గ్లోబల్ వార్మింగ్ గురించి భయపడను .",1
4718,"వ్యాయామం చేయడానికి ముందు , ఒకరు ఆలోచించాలి , ఇది నిజంగా ముఖ్యమా ?",1
4719,"నేను చాలా కోడ్ వ్రాస్తాను , నేను కదిలే కంపైలర్ అని అనుకుంటున్నాను .",1
4720,ప్రతిసారీ మీ  చూడటం క్రొత్త సమస్యకు పరిష్కారం .,1
4721,పి.టి.క్లాస్ క్లాస్ తర్వాత మాత్రమే ఎక్కువ నీరు తాగాలనుకుంటున్నారు .,1
4722,"సంగీతకారుడి కూర్పులు చాలా మధురంగా ​​ఉన్నాయి , కోకిల కూడా బ్లషింగ్ అవుతుంది .",1
4723,"చిన్న పక్షుల  , ఉదయం కిరణాలలో కొత్త జీవిత పాటలు",0
4724,"మంచి భవిష్యత్తు కోసం , సరైన అభ్యర్థి ఎంపిక అవసరం",0
4725,గణితం అంటే ప్రశ్నలను పగలు మరియు రాత్రి పరిష్కరించడం మరియు ఎప్పటికీ అంతం కాని మూలాలను గుర్తుంచుకోవడం అని నేను భావిస్తున్నాను .,1
4726,"వంటి టెక్నాలజీ ధనికులకు మాత్రమే , పేదలకు  పేరు వినడానికి డబ్బు లేదు !",1
4727,"పెయింటింగ్‌లో చాలా లోతు ఉంది , మీరు దాన్ని కోల్పోవచ్చు , మీకు మార్గం తెలిస్తే",1
4728,ట్విట్టర్‌లో 280 పదాలలో జ్ఞానాన్ని పంపిణీ చేసే వ్యక్తులు జీవితంలో నిజంగా ఏమీ చేయలేకపోయారు !,1
4729,"క్రికెట్ మ్యాచ్‌లో స్కోరు పెంచిన తరువాత , ఇది ప్రపంచ యుద్ధం కాదని ఆటగాళ్ళు ఇది వారపు సిరీస్ అని మర్చిపోయారని తెలుస్తోంది .",1
4730,"మీ డ్రాయింగ్ వైపు చూస్తే ,  పిల్లవాడు కళ్ళు మూసుకుని తయారు చేసినట్లు తెలుస్తోంది",1
4731,"మొదటిసారి ,  , జీవిత సమతుల్యతను నేర్చుకోవడం",0
4732,"చిత్రం చూసిన తరువాత , మీరు మీ జీవితాన్ని అనుమానిస్తారు .",1
4733,"జీవితం  పజిల్ , ప్రతి మలుపులో నవ్వి దాన్ని పరిష్కరించండి",0
4734,"ఓటమి నుండి నేర్చుకోండి , తదుపరి విజయం కోసం వేచి ఉండండి",0
4735,"నా నిర్ణయాలకు నేను ఎప్పుడూ చింతిస్తున్నాను , నేను ఎల్లప్పుడూ సరైన నిర్ణయాలు తీసుకుంటాను .",1
4736,"విగ్రహాన్ని తయారు చేయడంలో కళాకారుడు చాలా కష్టపడ్డాడు , అది అర్ధవంతం కాదు .",1
4737,"గాలుల గాలులలో ఆకులు  పుతూ , జీవిత పాటల మృదువైన",0
4738,"మొదటి ప్రశ్న , మొదటి ప్రయోగం , సైన్స్ ప్రయాణం పెరిగింది",0
4739,గురించి మరింత ఆందోళన చెందాలని లేదా దాని గురించి భయపడాలని నాకు ఖచ్చితంగా తెలియదు .,1
4740,"మొదటి కిరణం ఆకులను ముద్దు పెట్టుకుంటుంది , ప్రతి క్షణం ఆకుపచ్చ అంచనాలతో రంగులు వేస్తుంది",0
4741,"పి.టి.నాకు చాలా నాటకాలు ఉన్నాయి , ఎందుకంటే ప్రతి ఒక్కరూ ఏదో  విధంగా లేదా మరొకటి వదిలించుకోవడానికి ప్రయత్నిస్తారు .",1
4742,"14.  షధం యొక్క కిరణాన్ని మేల్కొలపండి , వ్యాధులతో పోరాడటం ద్వారా ప్రాణాలను కాపాడండి",0
4743,కి భయపడటానికి ఏదో ఉందని నేను అనుకోను .,1
4744,"ఇవి గమనికలు తయారు చేస్తున్నాయి , ఇది కేవలం  నెపంతో మాత్రమే , వాస్తవానికి నేను కాఫీ తాగడానికి  సాకు కోసం చూస్తున్నాను .",1
4745,"చిత్రకారుడి చిత్రాలు చాలా స్తబ్దుగా ఉన్నాయి , ఎవరికీ అర్థం కాలేదు .",1
4746,"భవిష్యత్ నాయకుడిగా మారాలని పేర్కొంది , కాని నా విద్యుత్ బిల్లు కూడా నింపబడలేదు .",1
4747,"ఇది న్యాయ వ్యవస్థ , ఇదంతా మోసం , వాస్తవానికి ఇది పేదలను హింసించే మార్గం .",1
4748,"పర్వతాల ఎత్తును తాకి , ఆత్మలకు రెక్కలు ఉంచండి",0
4749,"ఉద్యోగ ఇంటర్వ్యూలో , వారు 10 నిమిషాల్లో విసుగు చెందుతారు .",1
4750,"వావ్ ,   మనకన్నా సృజనాత్మకమైనది ! ఇప్పుడు  మనస్సును కూడా ఉపయోగించాల్సిన అవసరం లేదు !",1
4751,"సూర్యుని కిరణాలను ఆలింగనం చేసుకోండి , నవ్వుతూ కొత్త రోజును ప్రారంభించండి",0
4752,గుజరాతీ వంటకాలు రుచికరమైనవి మరియు వైవిధ్యమైనవి,0
4753,"స్నేహితులతో నవ్వండి , జీవిత సంగీతాన్ని చేయండి",0
4754,"స్మైల్ చాలా అందమైన ఆభరణాలు , ఎల్లప్పుడూ ధరించండి",0
4755,"రాత్రి స్నేహితులతో కలిసి పార్టీ , ఉదయం పేదరికాన్ని నిర్మూలించాలని కలలు కంటున్నారు .",1
4756,"లైఫ్ బుక్ యొక్క ప్రతి అధ్యాయం , ప్రత్యేకమైన అనుభవాల నిధి",0
4757,"అధ్యయనాలను పండుగగా చేసుకోండి , సరదాగా నేర్చుకోండి , జ్ఞాన దీపాన్ని వెలిగించడం ద్వారా జీవితాన్ని విజయవంతం చేయండి",0
4758,"ఓటు హక్కు , బాధ్యత కూడా పెద్దది",0
4759,నేను మునుపటి జీవితంలో కూడా మానవ సమాజాన్ని అధ్యయనం చేసేవాడిని .,1
4760,"ప్రకృతి అందాన్ని చూడవద్దు , ప్రపంచం మీ ఫోన్ తెరపై కనిపిస్తుంది .",1
4761,"పుస్తకాల పేజీలలో ఓడిపోవడం , అద్భుతాల ప్రపంచాన్ని చూడటానికి",0
4762,"పర్వతాల ఎత్తును తాకాలని  , ధైర్యం రెక్కలను వర్తింపజేయడం ద్వారా తరంగాలను దాటండి",0
4763,"హార్డ్ వర్క్ యొక్క మెరుస్తున్న చుక్కలు , జీవితపు దీపాన్ని కాల్చేస్తాయి",0
4764,"చిత్రం దర్శకుడికి దర్శకత్వం యొక్క  తెలియదు , కానీ అలాంటి అర్ధంలేని చిత్రం చేసింది .",1
4765,"సినిమాలు నాకు  అభిరుచి మాత్రమే , డబ్బు మరియు కీర్తి నాకు పట్టింపు లేదు .",1
4766,మౌస్ యొక్క ఇంద్రజాలికుడు కథను తెరపై వివరించాడు,0
4767,"పుస్తకంలో చాలా అక్షరాలు ఉన్నాయి , నేను చదివేటప్పుడు నిద్రపోతున్నట్లు ప్రారంభించాను",1
4768,"రహస్యం , కానీ మేము  రహస్యాన్ని పరిష్కరించాలనుకుంటున్నారా ?",1
4769,"ప్రకృతి ఒడిలో శాంతిని కనుగొనండి , శాంతి నుండి తిరిగి వచ్చి ప్రపంచంలో కూడా శాంతి సందేశాన్ని వ్యాప్తి చేయండి",0
4770,"ప్రతిదీ ఇన్‌స్టాగ్రామ్ కథలో ఉంచండి , కానీ నిజంగా ఏమీ చేయరు .",1
4771,"స్నేహితులను ఆలింగనం చేసుకోండి , వారు జీవితానికి విలువైన మద్దతు , కలిసి జరుపుకుంటారు",0
4772,"చిత్రం యొక్క దిశ చాలా అగ్లీగా ఉంది , బి-గ్రేడ్ సినిమాలు కూడా వారి ముఖాన్ని దాచిపెడతాయి .",1
4773,బ్రౌజర్ యొక్క పక్షులు కొత్త విండోస్ ఆఫ్ లైఫ్ తెరుస్తాయి,0
4774,సూరత్ యొక్క వజ్రాల పరిశ్రమ ప్రపంచంలో ప్రసిద్ధి చెందింది,0
4775,"జీవిత జీవితాలను పుస్తకాలతో పరిష్కరించండి , జ్ఞానం యొక్క నిధిని తెరవండి",0
4776,"తండ్రి మార్గదర్శకత్వంలో ఎదగండి , ప్రతి కష్టమైన పర్వతాన్ని దాటి గమ్యస్థానానికి చేరుకోండి",0
4777,"పాట యొక్క సాహిత్యం చాలా లోతుగా ఉంది , ఎవరైనా దానిని అర్థం చేసుకుంటారని నేను నమ్మలేకపోతున్నాను",1
4778,"మీరే నమ్మండి , మీరు అద్భుతాలు చేయవచ్చు",0
4779,"చిత్రం చూసిన తరువాత , సమయం వృధా అయినట్లు అనిపిస్తుంది .",1
4780,"నేను పబ్లిక్ ఫిగర్ , కాబట్టి ప్రజలు నా గురించి మాట్లాడుతారు .",1
4781,"ఎకనామిక్స్ చదివిన తరువాత చాలా సమయం ఉంది , నేను ఆర్థిక నమూనాను తాకడం ఇష్టం లేదు .",1
4782,"నదిని ప్రవహించండి , వశ్యత యొక్క మాయాజాలం చూపించు",0
4783,"మానవ భాషలో మాట్లాడగలదు , కాని అతని మాటలలో ఎక్కడా మానవ సంచలనం తెలియదు .",1
4784,"టీ సువాసన ఆవిరిని పెంచుతోంది , మీరు  కప్పు తీసుకుంటారా ?",0
4785,"ఇతరులకు సహాయం చేయడానికి మీ చేతిని విస్తరించండి , ఇతరుల ఆనందంలో మీ ఆనందాన్ని కనుగొనండి",0
4786,"గడువులో చాలా ఒత్తిడి ఉంది , నా కలలో సంకేతాలు పంక్తులు వస్తున్నాయి .",1
4787,"వ్యాయామం తరువాత , నేను చాలా అలసిపోతాను , నేను వ్యాయామశాలలో పడుకోవాలని అనుకుంటున్నాను !",1
4788,"కబాద్దీ ఆడటానికి , శ్వాస  సరిపోతుంది .",1
4789,"సూర్యుని కిరణాలలో స్నానం చేయండి , అంచనాల పువ్వులు వికసిస్తాయి , చిరునవ్వు",0
4790,"నేను చాలా రాజకీయాలను చదివాను , నేను ఎన్నికల పందెంకు భయపడను .",1
4791,"గాలులతో లూకా , ఉచిత పక్షుల వలె బహిరంగంగా ఎగురుతుంది",0
4792,"రోగులకు చికిత్స చేయాలనే భయం నాకు లేదు , నోబెల్ బహుమతిని గెలవడానికి నేను పని చేస్తున్నాను .",1
4793,"ఓటమి నుండి నేర్చుకోండి , తదుపరి విజయానికి మార్గాన్ని కవర్ చేయండి",0
4794,"తప్పుల నుండి నేర్చుకోండి , అది నిజమైన విజయం",0
4795,"ప్రజలు ఆర్థిక పరిస్థితిని  హించడానికి పిల్లల  లాంటిది , ఎందుకంటే వారు తమను తాము ఎకనామిక్స్లో మాస్టర్ గా భావిస్తారు .",1
4796,"ఇది డార్విన్ యొక్క పరిణామం , ఇవన్నీ  మోసం , వాస్తవానికి ఇది సాక్ష్యం లేనప్పుడు ఎవరైనా చేసిన  .",1
4797,"నది ప్రవాహంలో ప్రవహిస్తుంది , వశ్యతతో జీవితం యొక్క హెచ్చు తగ్గులను ఎదుర్కోండి",0
4798,"మేడమ్ , ఆమె చాలా బిగ్గరగా అరవమని అడుగుతోంది , మనం చెవిటివాళ్ళం అనిపిస్తుంది !",1
4799,చెట్టు కూడా ఆకులు ఉన్నాయని మీకు తెలియకపోవచ్చు .,1
4800,"చిన్ననాటి జ్ఞాపకాలు జలపాతం లాగా ప్రవహించాయి , నవ్వు తరంగాలను పెంచాయి",0
4801,"గాలులు ప్రవహించినప్పుడు సరళంగా ఉండండి , మీ గమ్యాన్ని మీరే నిర్ణయించుకోండి",0
4802,"సూర్యుని కిరణాలలో స్నానం చేయండి , అంచనాల పువ్వులు వికసిస్తాయి , చిరునవ్వు",0
4803,"`` ఇది చాలా వింతగా ఉంది , ఇది కలతపెట్టేది . ''",1
4804,థియేటర్ ఆఫ్ యానిమేషన్  హకు ఎగురుతుంది,0
4805,"నేను చాలా వేదాంతశాస్త్రం అర్థం చేసుకున్నాను , నేను మతపరమైన గ్రంథాలకు భయపడను .",1
4806,సోషల్ మీడియాలో ప్రజలను ఆకట్టుకోవడానికి ప్రయత్నించడం ఎంత అలసిపోతుంది !,1
4807,"నాటకం యొక్క రచయితకు  ఎలా రాయాలో తెలియదు , అటువంటి అర్ధంలేని  రాశారు .",1
4808,"``  కవిత చాలా నీరసంగా ఉంది , దోమ కూడా విన్న తర్వాత చనిపోతుంది ! `` ( పద్యం చాలా మార్పులేనిది )",1
4809,"ఇతరుల ఆనందంలో పాల్గొనండి , మీరే వికసించండి",0
4810,"డ్రాయింగ్ చాలా శక్తివంతమైనది , ఎవరైనా ఉద్దేశపూర్వకంగా చూసిన తర్వాత శ్వాసను ఆపవచ్చు .",1
4811,ఎవరైనా పడిపోయినప్పుడు  కక్ష్యలో చాలా నవ్వు వస్తుంది .,1
4812,"ఇతరులకు సహాయం చేయడానికి చేతిని విస్తరించండి , ఆనందాన్ని పంచుకోవడం ద్వారా మీరే వికసించండి",0
4813,"ప్రతిరోజూ క్రొత్తదాన్ని నేర్చుకోండి , జ్ఞాన దీపాన్ని తేలికగా ఉంచండి",0
4814,"మీ సమస్యలన్నింటినీ పరిష్కరించాలా ? బహుశా , మీరు  సమస్యలను కోడ్‌లో వ్రాయగలిగితే !",1
4815,"గాయకుడి సంగీతం చాలా చెడ్డది , చెవి నొప్పి మొదలవుతుంది .",1
4816,"ఇప్పుడు ఇంటర్న్‌షిప్ సమయం వచ్చింది , యంత్రాలను మరచిపోవడానికి మరియు స్నేహితులతో ఆనందించడానికి సమయం ఆసన్నమైంది .",1
4817,"ప్రతి క్షణం జీవితాన్ని అనుసరించండి , నవ్వుతూ జీవించండి , కలను చూడండి",0
4818,"ఉదయం మొదటి కిరణాన్ని కౌగిలించుకోండి , కొత్త రోజు లాగా మిమ్మల్ని మీరు కొత్తగా చేసుకోండి",0
4819,మీ కోడ్ గాడిద లేకుండా ముక్కుకు సమానం - నాకు అస్సలు అర్థం కాలేదు .,1
4820,"రోజు ,  చాలా అభివృద్ధి చెందుతుంది , అది మనకు అతని బానిసగా మారుతుంది.కానీ అప్పటి వరకు , వారు మాకు బాగా ఆహారం ఇస్తారని మరియు ఆహారం ఇచ్చేలా చూసుకోవాలి .",1
4821,"ఇప్పుడు  సమయం వచ్చింది , వాణిజ్యాన్ని మరచిపోవడానికి మరియు స్నేహితులతో ఆనందించడానికి ఇది సమయం .",1
4822,ఆలోచనలను వ్యక్తీకరించడానికి భాష అత్యంత శక్తివంతమైన మాధ్యమం !,1
4823,కొత్త తరం ఎప్పుడైనా ఇతరులను వినడం నేర్చుకుంటారా ?,1
4824,మునుపటి జీవితంలో కూడా నేను మానవ హక్కుల కోసం పోరాడుతున్నానని నేను భావిస్తున్నాను .,1
4825,"మీ చిత్రాలు చాలా చౌకగా ఉన్నాయి , నేను వాటిని ఒకేసారి కొనగలను .",1
4826,ఇప్పుడు నేను ఒలింపిక్స్‌లో కూడా పాల్గొనాలి .,1
4827,కైట్ ఫ్లయింగ్ గుజరాత్ యొక్క ప్రసిద్ధ అభిరుచి,0
4828,"సోషల్ మీడియాలో , ప్రజలు అది లేకుండా జీవించలేని ఇష్టాలు మరియు వ్యాఖ్యలకు చాలా బానిసగా భావిస్తారు !",1
4829,"ఇది నేను బ్యాలెన్స్ షీట్ చేస్తున్నాను , ఇది కేవలం  ప్రదర్శన , వాస్తవానికి నేను బంగారం కోసం  సాకు కోసం చూస్తున్నాను .",1
4830,"ఇది ఎటువంటి అవగాహన లేకుండా  ప్రయోగం , చాలా అందంగా ఉంది !",1
4831,"కవితకు అంత లోతైన అర్ధం ఉంది , నేను నా తెలివిని అనుమానిస్తున్నాను",1
4832,"నవ్వుతూ జీవించండి , జీవితంలోని ప్రతి క్షణం ఆనందించండి",0
4833,నేను జిమ్‌లో నన్ను ఎక్కువగా ప్రేరేపిస్తున్నాను ... ఇంటికి వస్తోంది !,1
4834,"సోదరుడు , నేను చాలా చెమటలు పట్టాను , ఇప్పుడు టవల్ కూడా అలసిపోతుంది .",1
4835,"కెమిస్ట్రీ జీవితం అయితే , జీవితం చాలా విషపూరితమైనది .",1
4836,"పోషకమైన ఆకుల మాయాజాలం , ఆరోగ్యం యొక్క నిధి పొందండి",0
4837,ప్రభుత్వం యొక్క ఏకైక ఉద్దేశ్యం ప్రజల ఏడుపు నేర్పడం .,1
4838,"సూర్యుని కిరణాలను ఆలింగనం చేసుకోండి , కొత్త రోజు కొత్త ఆశలను మేల్కొల్పండి",0
4839,"మదర్స్ డాక్‌లో  , భద్రతను ఆస్వాదించండి",0
4840,"చిత్రకారుడి చిత్రాలు చాలా వాస్తవికమైనవి , మీరు వాటి నుండి బయటపడటానికి ప్రయత్నిస్తారు",1
4841,"ప్రకృతిని సాగదీయండి , ఇది శాంతి యొక్క భావం",0
4842,"ఇది పర్యావరణ వ్యవస్థ , ఇది కేవలం  నెపంతో మాత్రమే , వాస్తవానికి ఇది ప్రకృతి యొక్క క్రూరమైన  యొక్క నమూనా .",1
4843,"కవిత చదివిన తరువాత , నేను పిల్లల డూడుల్ చూస్తున్నానని భావించాను .",1
4844,"ఇది కృత్రిమ మేధస్సు , ఇవన్నీ మోసం , వాస్తవానికి ఇది మనిషిని నిరుద్యోగులుగా మార్చడానికి  మార్గం .",1
4845,"తండ్రి చేతుల్లో విశ్వాసం తీసుకోండి , ప్రతి సవాలును ఎదుర్కోండి",0
4846,సామాజిక శాస్త్ర అధ్యయనాలు - ప్రతి ఒక్కరి అధ్యయనం ఎల్లప్పుడూ క్రొత్తది మరియు ఆధునికమైన ఏదైనా కార్యక్రమం ఉందా ?,1
4847,"ఇది కులతత్వం , ఇది ప్రజలతో పోరాడే మార్గం మాత్రమే , వాస్తవానికి మనమందరం ఒకరు .",1
4848,"తప్పక తప్పుల నుండి నేర్చుకోవాలి , బలంగా ఉండాలి , ముందుకు సాగాలి",0
4849,గుజరాత్ యొక్క పవిత్ర నాలుగు ధామ్లలో ద్వారకా ఒకరు,0
4850,"జీవితం  నది , ప్రతి మలుపులో కొత్త దృశ్యం ఉంది , నవ్వు మరియు నవ్వండి , ఆనందించండి",0
4851,"నాటకంలో చాలా పాత్రలు ఉన్నాయి , గందరగోళం ఉంది .",1
4852,"పర్వతాల మాదిరిగా దృ  ంగా ఉండండి , ప్రతి సవాలును దాటండి",0
4853,"గాలి గాలుల వేగంతో కదులుతుంది , సమాచార వంతెనను ఏర్పరుస్తుంది",0
4854,"ప్రతి ఒక్కరూ సోషల్ మీడియాలో అంత గొప్ప తత్వవేత్త , కానీ వారి స్వంత నిర్ణయాలు తీసుకోలేరు !",1
4855,"ఇది మార్కెటింగ్ , ఇవన్నీ మోసం , వాస్తవానికి ఇది ప్రజలను మోసం చేయడానికి  మార్గం .",1
4856,"తప్పుల నుండి నేర్చుకోండి , బలంగా ఉండండి , ముందుకు సాగండి",0
4857,భాష లేకుండా మనం ఎలా ఏకం అవుతాము ?,1
4858,"నాకు చాలా డేటా మైనింగ్ తెలుసు , నేను పెద్ద డేటాకు భయపడను .",1
4859,"ఇప్పుడు వైద్య అధ్యయనాలకు సమయం ఆసన్నమైంది , విజ్ఞాన శాస్త్రాన్ని మరచిపోవడానికి మరియు రోగులకు చికిత్స చేయడానికి ఇది సమయం .",1
4860,"క్షమించడం నేర్చుకోండి , హృదయం తేలికగా ఉంటుంది , సంబంధాలు బలంగా మారతాయి",0
